bill_id,subscriber_id,billing_month,bill_amount,payment_status,payment_date,credit_adjustment,adjustment_reason
BILL_10392,SUB_03465,2025-11-01,263.8962401848924,Overdue,2026-01-12,10,Promo
BILL_10393,SUB_03465,2025-12-01,292.5011265387893,Paid,2026-01-04,10,
BILL_10394,SUB_03465,2026-01-01,244.23447579832728,Paid,2026-01-19,0,
BILL_10395,SUB_03466,2025-11-01,486.0152160669208,Overdue,2026-01-15,0,Service Issue
BILL_10396,SUB_03466,2025-12-01,480.6406689959532,Overdue,2026-01-10,20,
BILL_10397,SUB_03466,2026-01-01,350.06472479341846,Paid,2026-01-16,20,
BILL_10398,SUB_03467,2025-11-01,374.6634777790841,Paid,2026-01-09,20,Promo
BILL_10399,SUB_03467,2025-12-01,550.0495276545935,Paid,2026-01-09,0,Service Issue
BILL_10400,SUB_03467,2026-01-01,546.3565845777051,Paid,2026-01-09,50,
BILL_10401,SUB_03468,2025-11-01,448.60729394709637,Paid,2026-01-15,0,
BILL_10402,SUB_03468,2025-12-01,379.76432762442613,Paid,2026-01-07,0,Billing Error
BILL_10403,SUB_03468,2026-01-01,485.01575236856434,Paid,2026-01-14,20,Promo
BILL_10404,SUB_03469,2025-11-01,282.54812523028244,Paid,2026-01-08,50,
BILL_10405,SUB_03469,2025-12-01,361.80427198614825,Overdue,2026-01-16,0,
BILL_10406,SUB_03469,2026-01-01,344.3023491666902,Paid,2026-01-11,0,
BILL_10407,SUB_03470,2025-11-01,466.328506007486,Paid,2026-01-13,0,
BILL_10408,SUB_03470,2025-12-01,402.072677162381,Paid,2026-01-06,10,
BILL_10409,SUB_03470,2026-01-01,475.42326998174224,Overdue,2026-01-04,50,Service Issue
BILL_10410,SUB_03471,2025-11-01,370.8452592149911,Paid,2026-01-06,20,Promo
BILL_10411,SUB_03471,2025-12-01,330.0962194326039,Paid,2026-01-13,50,Service Issue
BILL_10412,SUB_03471,2026-01-01,406.3664031944844,Partial,2026-01-04,20,
BILL_10413,SUB_03472,2025-11-01,59.728429074928584,Overdue,2026-01-02,20,
BILL_10414,SUB_03472,2025-12-01,66.3121433526296,Paid,2026-01-18,0,
BILL_10415,SUB_03472,2026-01-01,68.77617317650667,Paid,2026-01-11,0,
BILL_10416,SUB_03473,2025-11-01,437.93113889713277,Paid,2026-01-07,0,Promo
BILL_10417,SUB_03473,2025-12-01,455.6019798978828,Paid,2026-01-14,50,
BILL_10418,SUB_03473,2026-01-01,459.49447805388223,Paid,2026-01-16,0,Promo
BILL_10419,SUB_03474,2025-11-01,100.4064804448868,Paid,2026-01-03,0,Billing Error
BILL_10420,SUB_03474,2025-12-01,118.51431510060821,Paid,2026-01-03,10,
BILL_10421,SUB_03474,2026-01-01,108.95477120091215,Paid,2026-01-18,0,
BILL_10422,SUB_03475,2025-11-01,348.5091106168813,Overdue,2026-01-20,0,
BILL_10423,SUB_03475,2025-12-01,316.9771683187121,Overdue,2026-01-02,10,Service Issue
BILL_10424,SUB_03475,2026-01-01,264.5428284437191,Paid,2026-01-06,20,
BILL_10425,SUB_03476,2025-11-01,163.65953384527594,Pending,2026-01-17,10,
BILL_10426,SUB_03476,2025-12-01,179.35225594647167,Overdue,2026-01-06,0,Billing Error
BILL_10427,SUB_03476,2026-01-01,177.4276464434272,Paid,2026-01-11,50,Service Issue
BILL_10428,SUB_03477,2025-11-01,369.7354482988816,Paid,2026-01-11,0,Promo
BILL_10429,SUB_03477,2025-12-01,335.3995883987623,Paid,2026-01-02,50,Service Issue
BILL_10430,SUB_03477,2026-01-01,457.4550021160687,Overdue,2026-01-10,10,
BILL_10431,SUB_03478,2025-11-01,74.67070009583178,Paid,2026-01-19,0,
BILL_10432,SUB_03478,2025-12-01,92.31217734300637,Paid,2026-01-08,0,Service Issue
BILL_10433,SUB_03478,2026-01-01,70.05480938024773,Paid,2026-01-20,0,
BILL_10434,SUB_03479,2025-11-01,164.6361350210205,Overdue,2026-01-17,20,Promo
BILL_10435,SUB_03479,2025-12-01,157.94814449810048,Paid,2026-01-07,20,Billing Error
BILL_10436,SUB_03479,2026-01-01,162.93048522137624,Paid,2026-01-11,20,Service Issue
BILL_10437,SUB_03480,2025-11-01,456.64853862452514,Paid,2026-01-06,50,Service Issue
BILL_10438,SUB_03480,2025-12-01,475.3485502786453,Paid,2026-01-14,0,Service Issue
BILL_10439,SUB_03480,2026-01-01,472.265873828398,Paid,2026-01-13,50,
BILL_10440,SUB_03481,2025-11-01,119.96054335752275,Paid,2026-01-18,0,Service Issue
BILL_10441,SUB_03481,2025-12-01,129.71137432445286,Paid,2026-01-03,0,
BILL_10442,SUB_03481,2026-01-01,131.6343022960281,Paid,2026-01-06,0,Service Issue
BILL_10443,SUB_03482,2025-11-01,213.5055234437422,Paid,2026-01-11,0,
BILL_10444,SUB_03482,2025-12-01,162.15749494810353,Paid,2026-01-02,20,
BILL_10445,SUB_03482,2026-01-01,230.98080653777487,Paid,2026-01-13,50,Service Issue
BILL_10446,SUB_03483,2025-11-01,413.81469132312526,Paid,2026-01-15,50,Billing Error
BILL_10447,SUB_03483,2025-12-01,380.72321275416766,Paid,2026-01-09,0,
BILL_10448,SUB_03483,2026-01-01,353.44844562483013,Paid,2026-01-18,20,
BILL_10449,SUB_03484,2025-11-01,156.6430377401781,Paid,2026-01-12,0,
BILL_10450,SUB_03484,2025-12-01,191.84203930912176,Partial,2026-01-03,0,Service Issue
BILL_10451,SUB_03484,2026-01-01,200.29906843865373,Partial,2026-01-06,0,
BILL_10452,SUB_03485,2025-11-01,384.853089568507,Paid,2026-01-19,10,
BILL_10453,SUB_03485,2025-12-01,379.6380881852397,Paid,2026-01-10,0,
BILL_10454,SUB_03485,2026-01-01,316.6698793399927,Pending,2026-01-10,0,
BILL_10455,SUB_03486,2025-11-01,226.3484661978422,Paid,2026-01-11,0,Service Issue
BILL_10456,SUB_03486,2025-12-01,261.4210773151212,Overdue,2026-01-05,50,
BILL_10457,SUB_03486,2026-01-01,193.62227892971745,Overdue,2026-01-18,0,Service Issue
BILL_10458,SUB_03487,2025-11-01,329.629781793173,Partial,2026-01-13,10,Promo
BILL_10459,SUB_03487,2025-12-01,345.2804535660789,Paid,2026-01-04,50,Service Issue
BILL_10460,SUB_03487,2026-01-01,291.37111988659353,Paid,2026-01-05,0,Service Issue
BILL_10461,SUB_03488,2025-11-01,340.4915141489294,Paid,2026-01-08,50,
BILL_10462,SUB_03488,2025-12-01,462.33557813697576,Paid,2026-01-12,0,Promo
BILL_10463,SUB_03488,2026-01-01,351.2612400355438,Paid,2026-01-05,0,Service Issue
BILL_10464,SUB_03489,2025-11-01,473.2119007515668,Paid,2026-01-07,50,Service Issue
BILL_10465,SUB_03489,2025-12-01,540.367919371529,Paid,2026-01-02,10,Promo
BILL_10466,SUB_03489,2026-01-01,562.2704031352262,Overdue,2026-01-02,0,Billing Error
BILL_10467,SUB_03490,2025-11-01,395.00870475141517,Paid,2026-01-07,0,
BILL_10468,SUB_03490,2025-12-01,349.197572442334,Paid,2026-01-02,20,Service Issue
BILL_10469,SUB_03490,2026-01-01,341.6702941109094,Overdue,2026-01-16,50,Billing Error
BILL_10470,SUB_03491,2025-11-01,263.18451639646594,Paid,2026-01-02,0,
BILL_10471,SUB_03491,2025-12-01,236.82832358238633,Paid,2026-01-07,0,
BILL_10472,SUB_03491,2026-01-01,238.26732730556733,Partial,2026-01-10,20,Billing Error
BILL_10473,SUB_03492,2025-11-01,202.50658421708422,Paid,2026-01-07,50,Promo
BILL_10474,SUB_03492,2025-12-01,197.41812246383049,Overdue,2026-01-18,0,
BILL_10475,SUB_03492,2026-01-01,206.38099932651377,Overdue,2026-01-19,0,
BILL_10476,SUB_03493,2025-11-01,380.2674769863373,Paid,2026-01-02,20,Billing Error
BILL_10477,SUB_03493,2025-12-01,376.84226915505354,Paid,2026-01-17,0,
BILL_10478,SUB_03493,2026-01-01,481.38122619486927,Paid,2026-01-17,0,
BILL_10479,SUB_03494,2025-11-01,333.6112869534599,Overdue,2026-01-02,20,Service Issue
BILL_10480,SUB_03494,2025-12-01,322.2115991476649,Paid,2026-01-08,0,Billing Error
BILL_10481,SUB_03494,2026-01-01,336.1403600295271,Paid,2026-01-15,10,
BILL_10482,SUB_03495,2025-11-01,348.2010121814927,Paid,2026-01-16,10,
BILL_10483,SUB_03495,2025-12-01,391.2371214021534,Partial,2026-01-07,0,
BILL_10484,SUB_03495,2026-01-01,374.68895522657914,Partial,2026-01-18,20,Promo
BILL_10485,SUB_03496,2025-11-01,239.8851521379892,Overdue,2026-01-18,10,Promo
BILL_10486,SUB_03496,2025-12-01,241.30032674171758,Paid,2026-01-07,0,Service Issue
BILL_10487,SUB_03496,2026-01-01,246.49259666011562,Paid,2026-01-14,50,Billing Error
BILL_10488,SUB_03497,2025-11-01,278.9368898670282,Paid,2026-01-12,0,
BILL_10489,SUB_03497,2025-12-01,306.80408067347196,Overdue,2026-01-20,50,Promo
BILL_10490,SUB_03497,2026-01-01,297.6726687887405,Paid,2026-01-11,10,Promo
BILL_10491,SUB_03498,2025-11-01,253.43171222687644,Paid,2026-01-03,10,Service Issue
BILL_10492,SUB_03498,2025-12-01,282.2029805411125,Overdue,2026-01-09,50,
BILL_10493,SUB_03498,2026-01-01,255.5518456178079,Paid,2026-01-16,20,Promo
BILL_10494,SUB_03499,2025-11-01,469.8929229427298,Partial,2026-01-10,50,Promo
BILL_10495,SUB_03499,2025-12-01,427.85737372551426,Paid,2026-01-14,0,
BILL_10496,SUB_03499,2026-01-01,415.07862161730634,Paid,2026-01-16,50,Promo
BILL_10497,SUB_03500,2025-11-01,428.26004647665894,Overdue,2026-01-16,10,
BILL_10498,SUB_03500,2025-12-01,510.2837841945043,Partial,2026-01-02,0,Promo
BILL_10499,SUB_03500,2026-01-01,473.39128859365815,Paid,2026-01-06,0,
BILL_10500,SUB_03501,2025-11-01,273.60779143752853,Paid,2026-01-16,0,
BILL_10501,SUB_03501,2025-12-01,260.60437282693545,Overdue,2026-01-15,0,
BILL_10502,SUB_03501,2026-01-01,228.69181596673178,Partial,2026-01-07,50,Service Issue
BILL_10503,SUB_03502,2025-11-01,125.57307476526825,Pending,2026-01-07,50,Promo
BILL_10504,SUB_03502,2025-12-01,149.73891024148813,Paid,2026-01-06,0,Promo
BILL_10505,SUB_03502,2026-01-01,152.6921775294684,Paid,2026-01-10,20,
BILL_10506,SUB_03503,2025-11-01,65.05424586650771,Overdue,2026-01-08,0,
BILL_10507,SUB_03503,2025-12-01,58.869944295642235,Paid,2026-01-17,0,Billing Error
BILL_10508,SUB_03503,2026-01-01,67.5110915915902,Paid,2026-01-18,0,
BILL_10509,SUB_03504,2025-11-01,156.86651596421748,Paid,2026-01-09,20,
BILL_10510,SUB_03504,2025-12-01,204.62388290707847,Paid,2026-01-19,0,Service Issue
BILL_10511,SUB_03504,2026-01-01,182.97034366314688,Paid,2026-01-14,20,
BILL_10512,SUB_03505,2025-11-01,283.28266686231495,Paid,2026-01-15,50,
BILL_10513,SUB_03505,2025-12-01,273.86431307814723,Paid,2026-01-05,20,
BILL_10514,SUB_03505,2026-01-01,335.7869978264009,Paid,2026-01-11,10,Billing Error
BILL_10515,SUB_03506,2025-11-01,535.0599521757703,Partial,2026-01-11,50,
BILL_10516,SUB_03506,2025-12-01,513.1933289460944,Paid,2026-01-07,20,
BILL_10517,SUB_03506,2026-01-01,516.5858825754142,Paid,2026-01-08,0,
BILL_10518,SUB_03507,2025-11-01,444.7408256826164,Pending,2026-01-08,0,Promo
BILL_10519,SUB_03507,2025-12-01,403.10566871523633,Paid,2026-01-05,20,Billing Error
BILL_10520,SUB_03507,2026-01-01,501.71038122927644,Paid,2026-01-20,0,
BILL_10521,SUB_03508,2025-11-01,400.6513998248875,Partial,2026-01-10,0,
BILL_10522,SUB_03508,2025-12-01,326.4849886635273,Overdue,2026-01-20,0,
BILL_10523,SUB_03508,2026-01-01,379.49519292995336,Paid,2026-01-17,50,
BILL_10524,SUB_03509,2025-11-01,224.10572727372747,Partial,2026-01-04,0,Promo
BILL_10525,SUB_03509,2025-12-01,248.62797481823733,Paid,2026-01-06,50,
BILL_10526,SUB_03509,2026-01-01,274.38921342575907,Paid,2026-01-06,0,Promo
BILL_10527,SUB_03510,2025-11-01,233.01094746492566,Overdue,2026-01-07,50,
BILL_10528,SUB_03510,2025-12-01,330.6471011974504,Paid,2026-01-10,50,
BILL_10529,SUB_03510,2026-01-01,300.7076104475338,Partial,2026-01-10,50,Service Issue
BILL_10530,SUB_03511,2025-11-01,210.2560638653239,Paid,2026-01-13,0,Billing Error
BILL_10531,SUB_03511,2025-12-01,211.7063939314642,Paid,2026-01-17,10,
BILL_10532,SUB_03511,2026-01-01,225.85520496887943,Paid,2026-01-17,0,
BILL_10533,SUB_03512,2025-11-01,420.8427860835357,Paid,2026-01-06,0,
BILL_10534,SUB_03512,2025-12-01,375.2128088768492,Paid,2026-01-02,50,
BILL_10535,SUB_03512,2026-01-01,379.3715542991581,Paid,2026-01-04,20,Promo
BILL_10536,SUB_03513,2025-11-01,208.42427540232654,Pending,2026-01-07,50,
BILL_10537,SUB_03513,2025-12-01,187.78119621220097,Partial,2026-01-09,0,
BILL_10538,SUB_03513,2026-01-01,178.77694883880204,Paid,2026-01-17,10,
BILL_10539,SUB_03514,2025-11-01,219.59187993867573,Paid,2026-01-07,0,
BILL_10540,SUB_03514,2025-12-01,174.65374568777113,Paid,2026-01-15,0,
BILL_10541,SUB_03514,2026-01-01,192.23981392641036,Partial,2026-01-11,20,
BILL_10542,SUB_03515,2025-11-01,319.06548992565365,Paid,2026-01-05,0,
BILL_10543,SUB_03515,2025-12-01,299.64053593648686,Overdue,2026-01-13,0,
BILL_10544,SUB_03515,2026-01-01,401.84842624512834,Partial,2026-01-08,50,
BILL_10545,SUB_03516,2025-11-01,249.04494336460303,Paid,2026-01-08,50,Promo
BILL_10546,SUB_03516,2025-12-01,237.4140209617088,Paid,2026-01-17,0,
BILL_10547,SUB_03516,2026-01-01,303.2233944724716,Paid,2026-01-02,0,Service Issue
BILL_10548,SUB_03517,2025-11-01,226.31375514017094,Partial,2026-01-17,0,
BILL_10549,SUB_03517,2025-12-01,273.8385401966801,Paid,2026-01-04,0,
BILL_10550,SUB_03517,2026-01-01,257.26517184890656,Partial,2026-01-16,50,
BILL_10551,SUB_03518,2025-11-01,205.03654986849733,Partial,2026-01-07,50,
BILL_10552,SUB_03518,2025-12-01,177.14467541128025,Paid,2026-01-14,0,Billing Error
BILL_10553,SUB_03518,2026-01-01,262.0481935058391,Paid,2026-01-09,50,
BILL_10554,SUB_03519,2025-11-01,328.21198856385337,Paid,2026-01-13,0,Promo
BILL_10555,SUB_03519,2025-12-01,335.4555821486356,Paid,2026-01-15,0,Service Issue
BILL_10556,SUB_03519,2026-01-01,347.6623720325284,Paid,2026-01-17,10,
BILL_10557,SUB_03520,2025-11-01,140.99509826890824,Paid,2026-01-15,0,Service Issue
BILL_10558,SUB_03520,2025-12-01,131.43861946198246,Overdue,2026-01-17,10,Promo
BILL_10559,SUB_03520,2026-01-01,139.21478451686275,Partial,2026-01-07,0,Service Issue
BILL_10560,SUB_03521,2025-11-01,344.7819294462929,Paid,2026-01-05,0,Service Issue
BILL_10561,SUB_03521,2025-12-01,333.87553976895197,Paid,2026-01-20,0,
BILL_10562,SUB_03521,2026-01-01,397.4972541734916,Paid,2026-01-09,20,Promo
BILL_10563,SUB_03522,2025-11-01,435.52719967436633,Overdue,2026-01-05,20,Promo
BILL_10564,SUB_03522,2025-12-01,324.94661380761397,Paid,2026-01-04,50,Promo
BILL_10565,SUB_03522,2026-01-01,386.4843484179293,Paid,2026-01-14,50,Service Issue
BILL_10566,SUB_03523,2025-11-01,105.19878327505745,Paid,2026-01-05,0,Promo
BILL_10567,SUB_03523,2025-12-01,81.67707047597311,Paid,2026-01-12,20,Promo
BILL_10568,SUB_03523,2026-01-01,114.84019521631586,Partial,2026-01-17,20,Billing Error
BILL_10569,SUB_03524,2025-11-01,489.9093398162102,Paid,2026-01-16,50,
BILL_10570,SUB_03524,2025-12-01,514.2769219263766,Pending,2026-01-03,0,Promo
BILL_10571,SUB_03524,2026-01-01,423.4503902287648,Paid,2026-01-16,0,Promo
BILL_10572,SUB_03525,2025-11-01,269.0148411667048,Paid,2026-01-07,0,
BILL_10573,SUB_03525,2025-12-01,251.97494454172687,Overdue,2026-01-16,50,Service Issue
BILL_10574,SUB_03525,2026-01-01,268.963048156242,Overdue,2026-01-14,20,
BILL_10575,SUB_03526,2025-11-01,330.9902904307509,Paid,2026-01-04,10,
BILL_10576,SUB_03526,2025-12-01,376.30601080792894,Paid,2026-01-20,20,Billing Error
BILL_10577,SUB_03526,2026-01-01,336.4784695147043,Paid,2026-01-13,0,Promo
BILL_10578,SUB_03527,2025-11-01,301.65590760225933,Overdue,2026-01-13,0,Billing Error
BILL_10579,SUB_03527,2025-12-01,274.7970724653139,Overdue,2026-01-18,0,
BILL_10580,SUB_03527,2026-01-01,352.39274594590137,Paid,2026-01-09,0,Promo
BILL_10581,SUB_03528,2025-11-01,461.76650841755645,Paid,2026-01-14,10,
BILL_10582,SUB_03528,2025-12-01,569.414717788697,Paid,2026-01-13,0,Billing Error
BILL_10583,SUB_03528,2026-01-01,530.378186136551,Paid,2026-01-17,0,
BILL_10584,SUB_03529,2025-11-01,90.99095534445718,Paid,2026-01-12,0,
BILL_10585,SUB_03529,2025-12-01,65.19641474132486,Pending,2026-01-10,50,
BILL_10586,SUB_03529,2026-01-01,90.00056878609145,Overdue,2026-01-20,10,
BILL_10587,SUB_03530,2025-11-01,181.7139821239308,Paid,2026-01-09,20,Promo
BILL_10588,SUB_03530,2025-12-01,214.1038982254717,Paid,2026-01-14,20,Service Issue
BILL_10589,SUB_03530,2026-01-01,202.6465061877415,Paid,2026-01-03,10,
BILL_10590,SUB_03531,2025-11-01,68.91898319548183,Paid,2026-01-20,20,
BILL_10591,SUB_03531,2025-12-01,57.17628658853631,Overdue,2026-01-14,0,
BILL_10592,SUB_03531,2026-01-01,65.84469706181872,Paid,2026-01-20,0,Billing Error
BILL_10593,SUB_03532,2025-11-01,350.35448598368606,Paid,2026-01-12,50,Promo
BILL_10594,SUB_03532,2025-12-01,351.0518878834565,Paid,2026-01-03,20,Service Issue
BILL_10595,SUB_03532,2026-01-01,457.13095849314004,Paid,2026-01-09,10,Service Issue
BILL_10596,SUB_03533,2025-11-01,132.23608713155366,Paid,2026-01-08,0,
BILL_10597,SUB_03533,2025-12-01,124.42720275797427,Overdue,2026-01-02,0,Promo
BILL_10598,SUB_03533,2026-01-01,110.61817896957977,Partial,2026-01-15,0,
BILL_10599,SUB_03534,2025-11-01,145.55564839854003,Paid,2026-01-09,20,
BILL_10600,SUB_03534,2025-12-01,144.78742658156298,Paid,2026-01-02,50,
BILL_10601,SUB_03534,2026-01-01,152.77877208645052,Paid,2026-01-18,0,
BILL_10602,SUB_03535,2025-11-01,77.3710731022847,Overdue,2026-01-05,0,
BILL_10603,SUB_03535,2025-12-01,62.36518772747024,Paid,2026-01-07,50,
BILL_10604,SUB_03535,2026-01-01,73.92858958868877,Partial,2026-01-02,0,
BILL_10605,SUB_03536,2025-11-01,229.396078822841,Paid,2026-01-04,0,
BILL_10606,SUB_03536,2025-12-01,220.94035030152241,Paid,2026-01-03,50,Service Issue
BILL_10607,SUB_03536,2026-01-01,249.97565426823732,Overdue,2026-01-18,20,
BILL_10608,SUB_03537,2025-11-01,441.62149098256634,Overdue,2026-01-10,0,Promo
BILL_10609,SUB_03537,2025-12-01,486.0681531688924,Paid,2026-01-09,20,
BILL_10610,SUB_03537,2026-01-01,567.2151472035699,Paid,2026-01-20,10,Service Issue
BILL_10611,SUB_03538,2025-11-01,306.2113569170692,Paid,2026-01-16,0,Promo
BILL_10612,SUB_03538,2025-12-01,269.57341675513334,Partial,2026-01-07,0,
BILL_10613,SUB_03538,2026-01-01,265.06997002107323,Overdue,2026-01-07,50,
BILL_10614,SUB_03539,2025-11-01,204.8143464775472,Paid,2026-01-09,10,Service Issue
BILL_10615,SUB_03539,2025-12-01,149.7514937323554,Paid,2026-01-04,0,
BILL_10616,SUB_03539,2026-01-01,216.8158905587745,Paid,2026-01-13,0,Billing Error
BILL_10617,SUB_03540,2025-11-01,296.3037606553118,Paid,2026-01-09,0,
BILL_10618,SUB_03540,2025-12-01,386.22919208208737,Partial,2026-01-12,0,
BILL_10619,SUB_03540,2026-01-01,382.37700073968665,Paid,2026-01-16,20,Promo
BILL_10620,SUB_03541,2025-11-01,354.7893743851378,Paid,2026-01-14,0,
BILL_10621,SUB_03541,2025-12-01,340.46960379926554,Paid,2026-01-14,10,
BILL_10622,SUB_03541,2026-01-01,392.4944137779529,Overdue,2026-01-15,50,Service Issue
BILL_10623,SUB_03542,2025-11-01,242.53115777049214,Paid,2026-01-10,0,
BILL_10624,SUB_03542,2025-12-01,253.70584007274465,Paid,2026-01-04,20,
BILL_10625,SUB_03542,2026-01-01,192.93558870530214,Paid,2026-01-13,50,Promo
BILL_10626,SUB_03543,2025-11-01,227.9487284852676,Overdue,2026-01-10,10,
BILL_10627,SUB_03543,2025-12-01,225.5723701929914,Paid,2026-01-13,0,
BILL_10628,SUB_03543,2026-01-01,238.76930558466353,Overdue,2026-01-12,0,
BILL_10629,SUB_03544,2025-11-01,448.0573255627419,Paid,2026-01-20,10,
BILL_10630,SUB_03544,2025-12-01,418.9956549645167,Paid,2026-01-10,0,
BILL_10631,SUB_03544,2026-01-01,462.3783790352279,Paid,2026-01-06,20,Service Issue
BILL_10632,SUB_03545,2025-11-01,388.3746156707015,Paid,2026-01-11,0,Service Issue
BILL_10633,SUB_03545,2025-12-01,419.4258510371658,Partial,2026-01-10,50,
BILL_10634,SUB_03545,2026-01-01,511.84176560297936,Paid,2026-01-02,0,
BILL_10635,SUB_03546,2025-11-01,268.91145241621365,Partial,2026-01-14,10,Promo
BILL_10636,SUB_03546,2025-12-01,267.6303905970081,Paid,2026-01-13,20,
BILL_10637,SUB_03546,2026-01-01,258.15674204878985,Paid,2026-01-12,50,
BILL_10638,SUB_03547,2025-11-01,478.5059863904248,Partial,2026-01-10,0,Service Issue
BILL_10639,SUB_03547,2025-12-01,518.6346651368885,Overdue,2026-01-16,20,
BILL_10640,SUB_03547,2026-01-01,483.12432334620974,Overdue,2026-01-14,0,
BILL_10641,SUB_03548,2025-11-01,142.9705144383139,Partial,2026-01-13,0,
BILL_10642,SUB_03548,2025-12-01,97.99975527058541,Pending,2026-01-15,0,
BILL_10643,SUB_03548,2026-01-01,141.40747695729752,Paid,2026-01-10,20,
BILL_10644,SUB_03549,2025-11-01,375.1827107052602,Paid,2026-01-11,0,
BILL_10645,SUB_03549,2025-12-01,310.0119099672433,Paid,2026-01-07,50,
BILL_10646,SUB_03549,2026-01-01,325.14897439743487,Overdue,2026-01-20,0,
BILL_10647,SUB_03550,2025-11-01,497.4165791147609,Paid,2026-01-11,0,Service Issue
BILL_10648,SUB_03550,2025-12-01,437.06679692523244,Paid,2026-01-16,0,Promo
BILL_10649,SUB_03550,2026-01-01,520.2034109775692,Partial,2026-01-09,0,Promo
BILL_10650,SUB_03551,2025-11-01,111.80564258186249,Paid,2026-01-19,0,
BILL_10651,SUB_03551,2025-12-01,127.38018289392681,Paid,2026-01-03,0,
BILL_10652,SUB_03551,2026-01-01,123.12297059466412,Paid,2026-01-05,0,
BILL_10653,SUB_03552,2025-11-01,430.76238665431464,Paid,2026-01-10,10,Service Issue
BILL_10654,SUB_03552,2025-12-01,450.84455459049576,Paid,2026-01-17,0,Service Issue
BILL_10655,SUB_03552,2026-01-01,455.67096515813927,Paid,2026-01-06,0,
BILL_10656,SUB_03553,2025-11-01,355.4301482723318,Paid,2026-01-20,0,Promo
BILL_10657,SUB_03553,2025-12-01,370.9993730396065,Overdue,2026-01-16,0,
BILL_10658,SUB_03553,2026-01-01,361.42733685729706,Pending,2026-01-16,20,Service Issue
BILL_10659,SUB_03554,2025-11-01,211.9803368334725,Pending,2026-01-13,0,Billing Error
BILL_10660,SUB_03554,2025-12-01,171.18362673381452,Paid,2026-01-17,0,Service Issue
BILL_10661,SUB_03554,2026-01-01,175.16269469885094,Overdue,2026-01-12,0,Promo
BILL_10662,SUB_03555,2025-11-01,261.6996493875068,Paid,2026-01-08,20,
BILL_10663,SUB_03555,2025-12-01,304.3057096266819,Overdue,2026-01-17,10,
BILL_10664,SUB_03555,2026-01-01,215.112956670756,Overdue,2026-01-11,50,Service Issue
BILL_10665,SUB_03556,2025-11-01,133.89667494080655,Pending,2026-01-19,50,
BILL_10666,SUB_03556,2025-12-01,169.70230931930487,Paid,2026-01-17,0,
BILL_10667,SUB_03556,2026-01-01,187.3180074351201,Overdue,2026-01-02,10,
BILL_10668,SUB_03557,2025-11-01,451.3879207575289,Overdue,2026-01-06,0,
BILL_10669,SUB_03557,2025-12-01,386.199888414253,Paid,2026-01-08,20,
BILL_10670,SUB_03557,2026-01-01,430.3928444367542,Paid,2026-01-19,50,
BILL_10671,SUB_03558,2025-11-01,542.6364387460536,Paid,2026-01-07,0,
BILL_10672,SUB_03558,2025-12-01,461.12116209396504,Partial,2026-01-18,50,
BILL_10673,SUB_03558,2026-01-01,432.9277916624241,Partial,2026-01-13,20,
BILL_10674,SUB_03559,2025-11-01,160.166197285162,Paid,2026-01-13,10,
BILL_10675,SUB_03559,2025-12-01,199.3846517773643,Paid,2026-01-02,10,
BILL_10676,SUB_03559,2026-01-01,182.7111905963706,Paid,2026-01-03,0,Service Issue
BILL_10677,SUB_03560,2025-11-01,476.1670300162267,Overdue,2026-01-19,20,
BILL_10678,SUB_03560,2025-12-01,395.52002580360033,Paid,2026-01-15,50,Service Issue
BILL_10679,SUB_03560,2026-01-01,453.5406778117054,Paid,2026-01-11,10,
BILL_10680,SUB_03561,2025-11-01,63.160771320398,Partial,2026-01-15,20,
BILL_10681,SUB_03561,2025-12-01,60.037400892885856,Paid,2026-01-04,10,
BILL_10682,SUB_03561,2026-01-01,77.600801265178,Paid,2026-01-14,0,Service Issue
BILL_10683,SUB_03562,2025-11-01,363.1929452554223,Paid,2026-01-20,10,
BILL_10684,SUB_03562,2025-12-01,347.89676356064103,Paid,2026-01-06,0,
BILL_10685,SUB_03562,2026-01-01,446.79418844311533,Paid,2026-01-20,0,Promo
BILL_10686,SUB_03563,2025-11-01,414.8589996509165,Paid,2026-01-06,0,
BILL_10687,SUB_03563,2025-12-01,518.3513033544795,Paid,2026-01-14,0,Promo
BILL_10688,SUB_03563,2026-01-01,500.83866087485274,Paid,2026-01-16,0,
BILL_10689,SUB_03564,2025-11-01,237.14333558382955,Paid,2026-01-07,0,Service Issue
BILL_10690,SUB_03564,2025-12-01,229.962227570463,Paid,2026-01-13,10,
BILL_10691,SUB_03564,2026-01-01,219.6699716966989,Paid,2026-01-17,50,Service Issue
BILL_10692,SUB_03565,2025-11-01,55.54971985673029,Paid,2026-01-19,0,Service Issue
BILL_10693,SUB_03565,2025-12-01,59.89365627049318,Paid,2026-01-16,50,
BILL_10694,SUB_03565,2026-01-01,70.66789827233232,Paid,2026-01-17,0,
BILL_10695,SUB_03566,2025-11-01,151.33555676749575,Overdue,2026-01-15,0,Promo
BILL_10696,SUB_03566,2025-12-01,209.0160204217389,Paid,2026-01-17,0,Billing Error
BILL_10697,SUB_03566,2026-01-01,168.4354142139502,Paid,2026-01-04,0,
BILL_10698,SUB_03567,2025-11-01,381.0669549104373,Paid,2026-01-03,0,
BILL_10699,SUB_03567,2025-12-01,389.29997275525255,Paid,2026-01-11,0,
BILL_10700,SUB_03567,2026-01-01,359.22057291705016,Paid,2026-01-15,0,
BILL_10701,SUB_03568,2025-11-01,132.84390419830586,Paid,2026-01-18,50,
